Date,Open,High,Low,Close,Adjusted_close,Volume
2000-02-17,115.192,115.5056,113.12,114.8784,0.8695,289497600
2000-02-18,114.6208,115.3712,110.88,111.2496,0.842,233441600
2000-02-22,110.1296,116.9392,106.6912,113.8144,0.8614,422296000
2000-02-23,113.232,119,111.0032,116.2448,0.8798,473099200
2000-02-24,117.3088,119.1232,111.7536,115.2032,0.8719,376432000
2000-02-25,114.8112,116.9952,110.1296,110.376,0.8354,249144000
2000-02-28,110.1296,115.0016,108.3712,113.2544,0.8572,328328000
2000-02-29,113.568,117.2528,112.56,114.6208,0.8675,368961600
2000-03-01,118.5632,132.0592,118.496,130.312,0.9863,1077003200
2000-03-02,126.9968,127.9376,120.6912,122.0016,0.9234,311259200
2000-03-03,124.88,128.24,119.9968,128.0048,0.9688,323366400
2000-03-06,126,129.1248,125.0032,125.6864,0.9513,210560000
2000-03-07,126.4368,127.4336,121.128,122.8752,0.93,273011200
2000-03-08,122.8752,123.9392,118.5632,122.0016,0.9234,271230400
2000-03-09,120.8704,125.0032,118.2496,122.248,0.9253,276718400
2000-03-10,121.688,127.9376,121.0048,125.7536,0.9518,248606400
2000-03-13,122.1248,126.504,119.504,121.3072,0.9181,303956800
2000-03-14,121.2176,124.2528,114.0048,114.2512,0.8647,428579200
2000-03-15,115.6288,120.2544,114.128,116.2448,0.8798,443609600
2000-03-16,117.3088,122.0016,114.4976,121.5648,0.9201,378100800
2000-03-17,120.12,125.0032,119.6272,125.0032,0.9461,305043200
2000-03-20,123.5024,126.2464,122.3712,122.9984,0.9309,204489600
2000-03-21,122.5616,136.752,121.6208,134.9376,1.0213,524328000
2000-03-22,132.776,144.3792,131.5664,144.1888,1.0913,567996800
2000-03-23,142.0048,150.3712,140,141.3104,1.0695,562564800
2000-03-24,142.4416,143.9424,135.4976,138.6896,1.0497,446913600
2000-03-27,137.6256,144.7488,136.8752,139.5632,1.0563,279182400
2000-03-28,137.2448,142.0048,137.1216,139.1264,1.053,202966400
2000-03-29,139.3728,139.44,133.8288,135.9344,1.0288,239836800
2000-03-30,133.56,137.6928,125.44,125.7536,0.9518,414400000
2000-03-31,127.4336,137.2448,126,135.8112,1.0279,404633600
2000-04-03,135.4976,139.496,129.4384,133.3136,1.009,328563200
2000-04-04,132.6304,133,116.7488,127.3104,0.9636,660329600
2000-04-05,126.4704,132.8768,123.9952,130.3792,0.9868,457665600
2000-04-06,130.6256,134.5008,123.2448,125.1824,0.9475,259627200
2000-04-07,127.2544,131.88,125.496,131.7456,0.9971,242435200
2000-04-10,131.6896,132.7536,124.7456,125.0032,0.9461,212262400
2000-04-11,123.5024,124.88,118.0592,119.4368,0.904,541822400
2000-04-12,119,119,104.8768,109.2448,0.8268,941136000
2000-04-13,111.496,119.9968,108.5056,113.8144,0.8614,529827200
2000-04-14,109.312,118.0032,108.9984,111.8768,0.8468,667620800
2000-04-17,109.5024,123.9392,109.0656,123.872,0.9375,409561600
2000-04-18,123.5024,126.8736,119.3696,126.8736,0.9603,390924800
2000-04-19,126.1904,130.2448,119.7504,121.128,0.9168,520150400
2000-04-20,123.6928,124.7456,117.0624,118.8768,0.8997,722120000
2000-04-24,115.0016,120.5008,114.7552,120.5008,0.912,443620800
2000-04-25,122.1248,128.7552,122.0576,128.3072,0.9711,391641600
2000-04-26,126.6272,128.0048,119.9968,121.3072,0.9181,366912000
2000-04-27,117.1856,126.9968,116.5808,126.7504,0.9593,326603200
2000-04-28,127.12,127.5008,121.3072,124.0624,0.939,249580800
2000-05-01,124.88,125.1264,121.8784,124.3088,0.9409,226195200
2000-05-02,123.2448,126.2464,117.4992,117.88,0.8922,236432000
2000-05-03,118.9328,121.2512,111.6304,115.0576,0.8708,489798400
2000-05-04,115.1248,115.248,110.5664,110.6896,0.8378,399515200
2000-05-05,110.8128,114.7552,110.7232,113.12,0.8562,284076800
2000-05-08,112.0896,113.6912,109.9952,110.1296,0.8335,184900800
2000-05-09,110.3088,111.2496,104.8768,105.4368,0.798,327140800
2000-05-10,104.0592,105,98.7504,99.3104,0.7516,535091200
2000-05-11,101.3712,104.2496,98.9968,102.816,0.7782,499744000
2000-05-12,105.9968,110.4992,104.7648,107.6208,0.8145,306913600
2000-05-15,108.0576,108.0576,100.128,101.0016,0.7644,678932800
2000-05-16,104.5184,109.0656,102.7488,105.6832,0.7999,440451200
2000-05-17,103.6224,103.6896,100.3744,101.3712,0.7672,398092800
2000-05-18,102.9952,104.9328,100.6208,100.7552,0.7626,373777600
2000-05-19,99.2544,99.2544,93.3744,94.0016,0.7115,740667200
2000-05-22,93.7552,93.7552,86.0048,89.936,0.6807,755507200
2000-05-23,90.496,93.3744,85.624,85.8144,0.6495,517585600
2000-05-24,86.184,89.7456,83.0032,87.6848,0.6637,678462400
2000-05-25,88.5024,92.6576,86.0048,87.2704,0.6605,406750400
2000-05-26,87.9984,89.88,85.2544,86.3744,0.6537,181148800
2000-05-30,87.6288,88.1216,81.7488,87.5616,0.6627,713059200
2000-05-31,86.8784,91.2464,83.8096,84,0.6358,433507200
2000-06-01,81.7488,89.5664,80.3712,89.1296,0.6746,903840000
2000-06-02,93.7552,99.7472,88.9952,92.568,0.7006,792848000
2000-06-05,93.3072,95.2448,89.6896,91.3136,0.6911,323668800
2000-06-06,91.9744,96.7456,90.3168,92.8704,0.7029,525481600
2000-06-07,93.6208,97.0032,91.6272,96.5664,0.7309,337019200
2000-06-08,97.6304,98.504,93.128,94.808,0.7176,238526400
2000-06-09,96.7456,97.9328,94.3712,95.7488,0.7247,252358400
2000-06-12,96.376,96.432,90.8768,91.1904,0.6902,290337600
2000-06-13,91.1904,94.6848,88.1888,94.5056,0.7153,351456000
2000-06-14,94.6848,96.2528,90.1264,90.44,0.6845,277446400
2000-06-15,91.2464,93.3744,88.9952,92.3776,0.6992,248572800
2000-06-16,93.4976,93.7552,89.0624,91.1904,0.6902,303564800
2000-06-19,90.5632,97.8768,89.8128,96.6224,0.7313,394004800
2000-06-20,98.504,103.936,98.3696,101.248,0.7663,501390400
2000-06-21,50.5008,56.9352,50.3104,55.6248,0.842,490000000
2000-06-22,55.748,57.624,53.564,53.7488,0.8136,467712000
2000-06-23,53.7824,54.6224,50.8144,51.688,0.7824,204965600
2000-06-26,52.5,54.7512,52.1248,54.124,0.8193,185354400
2000-06-27,53.7824,55.5016,51.6264,51.7496,0.7834,203470400
2000-06-28,53.312,55.3728,51.4976,54.4376,0.824,286428800
2000-06-29,53.06,53.9392,51.0608,51.2512,0.7758,203660800
2000-06-30,52.8136,54.936,51.688,52.3768,0.7928,323097600
2000-07-03,52.1248,54.3144,52.1248,53.312,0.807,70828800
2000-07-05,53.2504,55.188,50.7528,51.6264,0.7815,265216000
2000-07-06,52.5,52.9368,49.6272,51.8112,0.7843,309545600
2000-07-07,52.5952,54.8128,52.1248,54.4376,0.824,263603200
2000-07-10,54.096,58.2512,53.7488,57.1256,0.8647,397796000
2000-07-11,57.0024,59.248,55.44,56.9352,0.8618,357896000
2000-07-12,58.1224,58.94,56.3752,58.8728,0.8912,225433600
2000-07-13,58.4976,60.6256,54.7512,56.4984,0.8552,445659200
2000-07-14,57.1256,59.0016,56.8736,57.6856,0.8732,190276800
2000-07-17,58.2512,58.8112,57.1256,58.3128,0.8827,260002400
2000-07-18,58.4976,58.8728,56.8736,57.2488,0.8666,318404800
2000-07-19,55.188,56.812,51.7496,52.6848,0.7975,457872800
2000-07-20,54.9976,57.064,54.124,55.1264,0.8345,465572800
2000-07-21,54.3592,55.6248,52.9368,53.564,0.8108,196235200
2000-07-24,52.5616,52.8752,47.4992,48.6864,0.737,412171200
2000-07-25,50.3104,50.624,49.0616,50.064,0.7578,211607200
2000-07-26,49.8456,51.2512,49.252,50.064,0.7578,210470400
2000-07-27,50.0024,53.2504,49.8736,52.0016,0.7872,294985600
2000-07-28,52.2816,52.5,46.8776,48.3112,0.7313,237893600
2000-07-31,49.1568,51.6264,48.748,50.8144,0.7692,155299200
2000-08-01,50.3104,51.156,49.252,49.3136,0.7465,137284000
2000-08-02,49,49.9352,47.1856,47.2528,0.7153,162355200
2000-08-03,45.5616,48.0648,44.2512,47.9976,0.7266,339897600
2000-08-04,49.4704,51.2512,46.312,47.376,0.7171,263121600
2000-08-07,47.8744,49.0616,47.1856,47.936,0.7256,187348000
2000-08-08,47.936,47.9976,46.312,46.7488,0.7077,176674400
2000-08-09,48.1264,48.44,47.2528,47.4992,0.719,379640800
2000-08-10,47.9976,48.44,47.376,47.5608,0.7199,251714400
2000-08-11,46.844,47.9976,45.5616,47.6896,0.7219,238056000
2000-08-14,47.5944,47.6896,46.312,47.0624,0.7124,156660000
2000-08-15,47.2528,47.936,46.5024,46.6872,0.7067,114200800
2000-08-16,46.8776,49,46.8104,48.5016,0.7342,143673600
2000-08-17,48.3728,52.4384,48.3112,51.436,0.7786,270900000
2000-08-18,51.3744,51.8112,49.8736,50.0024,0.7569,190176000
2000-08-21,50.2488,51.5648,49.6272,50.5008,0.7644,134467200
2000-08-22,50.624,52.8136,50.3776,51.688,0.7824,276802400
2000-08-23,51.4696,54.7512,51.0608,54.3144,0.8222,236863200
2000-08-24,54.6728,56.6272,53.3736,56.112,0.8494,310766400
2000-08-25,56.4984,57.5008,56.3752,56.812,0.86,334460000
2000-08-28,57.2488,59.0016,57.064,58.0608,0.8789,359004800
2000-08-29,57.876,59.4384,57.6856,59.1864,0.8959,267030400
2000-08-30,59.0016,59.9984,58.7048,59.5,0.9007,285392800
2000-08-31,58.968,61.4992,58.94,60.9392,0.9225,419596800
2000-09-01,61.3144,63.6272,61.124,63.4368,0.9603,256872000
2000-09-05,62.6584,64.1256,62.2496,62.44,0.9452,298642400
2000-09-06,61.376,62.3728,57.7528,58.436,0.8846,355404000
2000-09-07,59.1248,62.5632,58.2512,61.9976,0.9385,217464800
2000-09-08,61.6224,61.6224,58.4976,58.8728,0.8912,195518400
2000-09-11,58.688,60.3736,58.1224,58.436,0.8846,187381600
2000-09-12,57.344,60.06,57.0024,57.7528,0.8742,187997600
2000-09-13,56.7504,59.5,56.7504,57.9992,0.878,305984000
2000-09-14,58.5648,59.6232,56.812,56.8568,0.8607,426552000
2000-09-15,57.7528,58.1896,54.2528,55.2328,0.8361,394514400
2000-09-18,55.2496,60.7488,55.0648,60.6536,0.9181,424536000
2000-09-19,59.752,60.5024,58.5648,59.9368,0.9073,271510400
2000-09-20,59.4048,61.4376,58.5648,61.0456,0.9241,227388000
2000-09-21,58.4976,59.6232,55.2496,56.6888,0.8581,510490400
2000-09-22,50.3104,52.4384,50.0024,52.1864,0.79,726700800
2000-09-25,52.752,55.5016,52.0632,53.5024,0.8099,435551200
2000-09-26,53.312,54.7512,51.3744,51.436,0.7786,290936800
2000-09-27,51.7496,52.752,48.2496,48.9384,0.7408,402259200
2000-09-28,49.3136,53.8104,48.1264,53.5024,0.8099,979585600
2000-09-29,28.1848,29.0024,25.3736,25.7488,0.3898,7421640800
2000-10-02,26.6896,26.7512,23.4976,24.248,0.3671,2424788800
2000-10-03,24.9368,24.9984,22.1872,22.3104,0.3377,2038120000
2000-10-04,22.3776,23.7496,21.8736,23.6264,0.3576,1466024000
2000-10-05,23.4976,24.5,22.0024,22.064,0.334,873006400
2000-10-06,22.6856,22.9376,21,22.1872,0.3359,612656800
2000-10-09,22.624,22.876,21.1232,21.7504,0.3292,597564800
2000-10-10,21.6272,22.4392,20.5016,20.8768,0.316,691101600
2000-10-11,20.1264,21,19.124,19.6224,0.297,1198422400
2000-10-12,20.3112,20.8152,19.4992,19.9976,0.3027,1191064000
2000-10-13,20.2496,22.1256,19.9976,22.064,0.334,1247752800
2000-10-16,22.3104,23.2512,21.3752,21.4984,0.3254,820176000
2000-10-17,21.6888,21.9352,19.6896,20.1264,0.3047,601720000
2000-10-18,19.4376,21.0616,18.7488,20.1264,0.3047,834265600
2000-10-19,19.1576,19.8128,18.312,18.9392,0.2867,1506724800
2000-10-20,19.0624,20.3728,18.9392,19.4992,0.2952,791263200
2000-10-23,20.2664,20.5632,19.4376,20.3728,0.3084,551292000
2000-10-24,20.6864,20.8768,18.8104,18.8776,0.2858,804451200
2000-10-25,19.0624,19.1856,18.4352,18.5024,0.2801,663969600
2000-10-26,18.8104,18.8776,17.5,18.5024,0.2801,721851200
2000-10-27,18.8776,19.1856,17.8752,18.564,0.281,744503200
2000-10-30,19.124,19.936,18.7488,19.3144,0.2924,639189600
2000-10-31,19.7512,20.2496,19.2528,19.5608,0.2961,885880800
2000-11-01,19.4376,20.8768,19.4376,20.5016,0.3103,575366400
2000-11-02,21.1232,22.4392,21.0616,22.3104,0.3377,590693600
2000-11-03,22.9992,22.9992,21.9352,22.2488,0.3368,515821600
2000-11-06,22.4392,22.624,20.8768,21.4368,0.3245,393478400
2000-11-07,21.4984,21.812,20.8152,21.3136,0.3226,301963200
2000-11-08,21.3752,21.4368,19.8128,20.0648,0.3037,422088800
2000-11-09,19.8744,20.5016,19.0624,20.188,0.3056,476834400
2000-11-10,19.3592,19.8744,19.0624,19.0624,0.2886,422251200
2000-11-13,18.7488,19.9976,18.2504,19.376,0.2933,431816000
2000-11-14,19.936,20.5016,19.5608,20.2496,0.3065,409001600
2000-11-15,20.0312,20.188,19.2528,19.8744,0.3008,282357600
2000-11-16,19.4992,19.8128,18.8776,19.0008,0.2876,239372000
2000-11-17,19.1856,19.2528,18.2504,18.5024,0.2801,446180000
2000-11-20,18.592,19.4992,18.2504,18.9392,0.2867,408066400
2000-11-21,19.1856,19.4992,18.7488,18.8104,0.2847,301952000
2000-11-22,18.8104,19.124,18.3736,18.5024,0.2801,280532000
2000-11-24,18.8608,19.4992,18.8104,19.3144,0.2924,160932800
2000-11-27,19.8744,19.936,18.5024,18.6872,0.2829,258792800
2000-11-28,18.6872,19.0008,17.9368,18.032,0.273,269124800
2000-11-29,18.0936,18.312,17.248,17.5616,0.2658,492150400
2000-11-30,16.688,17.0016,16.1224,16.4976,0.2497,809597600
2000-12-01,17.0016,17.5,16.8112,17.0632,0.2583,385705600
2000-12-04,17.1864,17.1864,16.436,16.688,0.2526,371520800
2000-12-05,16.94,17.4384,16.3744,17.0016,0.2574,613978400
2000-12-06,14.6272,15.0024,14,14.3136,0.2167,1374464000
2000-12-07,14.4368,14.8736,14,14.3136,0.2167,408917600
2000-12-08,14.812,15.3104,14.4368,15.064,0.228,435624000
2000-12-11,15.1872,15.3776,14.8736,15.1872,0.2299,332511200
2000-12-12,15.2488,15.9992,15.0024,15.3776,0.2328,386260000
2000-12-13,15.5624,15.5624,14.8736,15.0024,0.2271,344887200
2000-12-14,15.0304,15.2488,14.4368,14.4368,0.2185,263317600
2000-12-15,14.56,14.6888,14,14.0616,0.2129,513945600
2000-12-18,14.56,14.6272,13.9384,14.252,0.2157,325808000
2000-12-19,14.3752,15.2488,14,14,0.2119,374007200
2000-12-20,13.7816,14.6272,13.6248,14.3752,0.2176,565331200
2000-12-21,14.252,15.0024,13.8768,14.0616,0.2129,366844800
2000-12-22,14.1232,15.0024,14.1232,15.0024,0.2271,318052000
2000-12-26,14.8736,15.0024,14.252,14.6888,0.2223,216815200
2000-12-27,14.3416,14.812,14.1848,14.812,0.2242,325466400
2000-12-28,14.3752,14.9352,14.3136,14.812,0.2242,305177600
2000-12-29,14.6888,15.0024,14.4984,14.8736,0.2251,630336000
2001-01-02,14.8736,15.2488,14.56,14.8736,0.2251,452312000
2001-01-03,14.4984,16.688,14.4368,16.3744,0.2479,817073600
2001-01-04,18.1384,18.5024,16.8112,17.0632,0.2583,739396000
2001-01-05,16.94,17.3768,16.0608,16.3744,0.2479,412356000
2001-01-08,16.94,16.9848,15.9376,16.5648,0.2507,373699200
2001-01-09,16.8112,17.64,16.5648,17.1864,0.2602,588929600
2001-01-10,16.688,17.0016,16.0608,16.5648,0.2507,580781600
2001-01-11,16.2512,18.5024,16.2512,17.9984,0.2724,803734400
2001-01-12,17.8752,17.9984,17.0632,17.1864,0.2602,423376800
2001-01-16,17.4384,18.2504,17.0016,17.1248,0.2592,306118400
2001-01-17,17.5616,17.5616,16.4976,16.8112,0.2545,840873600
2001-01-18,17.8136,18.7488,17.6232,18.6872,0.2829,1227010400
2001-01-19,19.4376,19.5608,18.6872,19.4992,0.2952,776664000
2001-01-22,19.0624,19.6224,18.4352,19.2528,0.2914,519327200
2001-01-23,19.3144,20.9384,19.0624,20.5016,0.3103,879530400
2001-01-24,20.6248,20.6864,19.5608,20.5016,0.3103,717091200
2001-01-25,20.5632,20.5632,19.7512,19.936,0.3018,489708800
2001-01-26,19.4992,19.8128,19.0624,19.5608,0.2961,482820800
2001-01-29,19.5608,21.7504,19.5608,21.6888,0.3283,855528800
2001-01-30,21.56,22.0024,20.8768,21.7504,0.3292,692423200
2001-01-31,21.4984,22.5008,21.4368,21.6272,0.3274,730704800
2001-02-01,20.6864,21.4984,20.5016,21.1232,0.3197,369695200
2001-02-02,21.1232,21.9352,20.5016,20.6248,0.3122,427341600
2001-02-05,20.5016,20.5632,19.7512,20.188,0.3056,286115200
2001-02-06,20.1544,21.392,19.9976,21.1232,0.3197,462711200
2001-02-07,20.6584,20.8768,19.8128,20.748,0.3141,393887200
2001-02-08,20.5632,21.0616,20.188,20.748,0.3141,604128000
2001-02-09,20.5016,20.8152,18.6872,19.124,0.2895,590083200
2001-02-12,19.0624,19.9976,18.8104,19.6896,0.298,274120000
2001-02-13,19.936,20.44,19.0008,19.124,0.2895,237070400
2001-02-14,19.1856,19.6224,18.5024,19.4992,0.2952,309120000
2001-02-15,19.6896,20.5632,19.6896,20.0648,0.3037,311416000
2001-02-16,19.0008,19.4992,18.7488,19.0008,0.2876,263911200
2001-02-20,19.1856,19.4376,18.1888,18.312,0.2772,314893600
2001-02-21,18.2504,19.936,18.2504,18.8776,0.2858,390258400
2001-02-22,19.0624,19.376,17.9984,18.8104,0.2847,431961600
2001-02-23,18.6256,18.8776,18.2504,18.8104,0.2847,293865600
2001-02-26,19.0624,19.6896,18.564,19.4992,0.2952,206438400
2001-02-27,19.2808,19.4376,18.6872,19.376,0.2933,348516000
2001-02-28,19.376,19.4376,18.1272,18.2504,0.2763,508233600
2001-03-01,17.8136,18.7488,17.1864,18.7488,0.2838,330461600
2001-03-02,18.312,20.44,18.2504,19.2528,0.2914,406201600
2001-03-05,19.376,20.5016,19.2528,20.3728,0.3084,324172800
2001-03-06,20.72,22.064,20.6864,21.4984,0.3254,731802400
2001-03-07,21.3136,21.6272,20.748,21.252,0.3217,419540800
2001-03-08,20.6864,21.1232,20.44,20.8152,0.3151,204859200
2001-03-09,20.6248,20.6864,19.9976,20.2496,0.3065,299135200
2001-03-12,19.6896,19.8744,18.1272,18.6256,0.2819,391020000
2001-03-13,18.8776,19.5608,18.1888,19.5608,0.2961,443329600
2001-03-14,18.5024,20.5016,18.4352,20.44,0.3094,477775200
2001-03-15,20.8768,21.3752,19.6896,19.6896,0.298,529317600
2001-03-16,19.0008,20.3112,18.8776,19.6224,0.297,470316000
2001-03-19,19.7512,20.6248,19.4992,20.5632,0.3113,356008800
2001-03-20,20.72,20.9384,19.6896,19.6896,0.298,499206400
2001-03-21,19.7792,20.8768,19.376,20.1264,0.3047,371375200
2001-03-22,20.3728,21.7504,20.188,21.6272,0.3274,723301600
2001-03-23,22.064,23.5648,22.0024,22.9992,0.3481,944888000
2001-03-26,23.128,23.7496,21.1288,21.7784,0.3297,734451200
2001-03-27,21.9408,23.0496,21.9016,22.8704,0.3462,543821600
2001-03-28,22.0808,22.5008,21.4984,22.1704,0.3356,584662400
2001-03-29,21.7672,23.4472,21.4984,22.5288,0.341,613065600
2001-03-30,22.5512,22.7192,21.3416,22.0696,0.3341,400349600
2001-04-02,22.092,22.6576,21.3976,21.588,0.3268,340911200
2001-04-03,21.3584,21.3976,20.132,20.2384,0.3064,368687200
2001-04-04,19.7624,20.2496,18.7488,19.4992,0.2952,685484800
2001-04-05,20.6024,22.5008,19.9976,20.8712,0.3159,446762400
2001-04-06,20.7984,21.0392,19.9024,20.5912,0.3117,324889600
2001-04-09,20.692,21.3416,20.0592,20.5408,0.3109,266582400
2001-04-10,20.8992,22.7024,20.7816,22.0416,0.3337,457374400
2001-04-11,22.9824,22.9992,21.28,21.8008,0.33,334096000
2001-04-12,21.42,23.0216,21.1512,22.4224,0.3394,298933600
2001-04-16,22.092,22.4,20.86,21.4424,0.3246,285224800
2001-04-17,21.2016,21.2072,19.6,20.4008,0.3088,685199200
2001-04-18,21.5712,24.08,21.0784,22.792,0.345,1100842400
2001-04-19,25.5528,25.7488,23.5984,25.7208,0.3893,1873670400
2001-04-20,24.9312,25.6312,24.6008,25.0376,0.379,693403200
2001-04-23,24.3376,24.9984,24.0016,24.248,0.3671,541525600
2001-04-24,24.332,24.752,23.5088,24.0296,0.3637,377137600
2001-04-25,24.2088,24.8584,23.5704,24.7184,0.3742,330780800
2001-04-26,25.172,26.1016,24.6792,24.6904,0.3737,799696800
2001-04-27,25.2,26.292,24.752,26.2024,0.3966,453012000
2001-04-30,26.7008,27.1208,24.8696,25.4912,0.3859,494776800
2001-05-01,25.4128,26.4992,25.2,25.928,0.3925,427252000
2001-05-02,26.3424,26.7008,25.76,26.5888,0.4025,368524800
2001-05-03,25.9728,26.2528,24.7296,24.9592,0.3778,301543200
2001-05-04,24.2424,25.8496,23.9624,25.7488,0.3898,281052800
2001-05-07,25.62,25.76,24.8416,24.9592,0.3778,276550400
2001-05-08,25.3512,25.452,23.9512,24.5672,0.3719,315436800
2001-05-09,24.1416,24.5504,23.6712,23.9792,0.363,324889600
2001-05-10,24.2088,24.5,22.9488,22.9992,0.3481,288976800
2001-05-11,23.0104,23.492,22.7584,22.848,0.3459,203044800
2001-05-14,22.8872,23.6824,22.7528,23.2904,0.3526,309220800
2001-05-15,23.3688,25.5024,23.0384,23.1784,0.3509,237025600
2001-05-16,23.2624,24.5,22.848,24.1024,0.3648,322330400
2001-05-17,24.2312,24.332,23.2512,23.548,0.3565,332119200
2001-05-18,23.3576,23.6376,23.1224,23.5312,0.3562,159051200
2001-05-21,23.632,23.912,23.0496,23.5592,0.3566,460997600
2001-05-22,24.0016,24.1304,23.4024,23.4976,0.3557,412916000
2001-05-23,23.7496,23.7496,22.8592,23.2288,0.3516,281041600
2001-05-24,23.2904,23.3016,22.6184,23.2008,0.3512,271756800
2001-05-25,23.2008,23.2904,22.5008,22.7584,0.3445,158743200
2001-05-29,22.3216,22.5008,20.8096,21.4704,0.325,515989600
2001-05-30,20.7592,20.7592,19.2976,19.7792,0.2994,777078400
2001-05-31,19.8016,20.2384,19.488,19.9472,0.3019,442892800
2001-06-01,20.132,21.0896,19.9808,20.888,0.3162,456075200
2001-06-04,21.0784,21.112,20.4624,20.6584,0.3127,281920800
2001-06-05,20.7984,21.1008,20.3504,20.9384,0.317,471794400
2001-06-06,20.9328,20.9328,20.328,20.7312,0.3138,223176800
2001-06-07,20.7088,21.7,20.4512,21.6608,0.3279,325180800
2001-06-08,21.6496,21.6496,20.7088,21.3192,0.3227,342624800
2001-06-11,21.0504,21.0672,19.9472,20.0424,0.3034,294000000
2001-06-12,19.768,20.692,19.7624,20.3112,0.3075,303794400
2001-06-13,21.42,21.728,20.0592,20.468,0.3098,511487200
2001-06-14,20.0424,20.4512,19.768,19.88,0.3009,297348800
2001-06-15,20.0984,20.748,19.348,20.44,0.3094,454624800
2001-06-18,20.412,20.8488,19.9976,20.328,0.3077,345912000
2001-06-19,20.8488,21.3976,20.0088,20.188,0.3056,321087200
2001-06-20,19.9976,21.8512,19.9808,21.672,0.3281,431620000
2001-06-21,21.5488,22.9992,21.1008,22.4896,0.3404,341331200
2001-06-22,22.4784,22.9992,21.7616,22.26,0.337,286025600
2001-06-25,22.5008,24.0016,22.4504,23.9904,0.3632,439549600
2001-06-26,23.3408,23.772,23.0104,23.7496,0.3595,272781600
2001-06-27,23.828,24.0016,22.5008,23.3408,0.3533,374130400
2001-06-28,23.0496,23.912,22.9376,23.5424,0.3564,348409600
2001-06-29,23.66,25.0992,23.2008,23.2512,0.352,515390400
2001-07-02,23.6376,24.2312,23.1392,23.9008,0.3618,230048000
2001-07-03,23.5088,24.1808,23.4976,23.8392,0.3609,112543200
2001-07-05,23.5984,23.772,23.0104,23.1896,0.351,152292000
2001-07-06,22.7584,22.96,21.7224,22.0304,0.3335,302920800
2001-07-09,22.092,22.9992,21.6776,22.7024,0.3437,337467200
2001-07-10,22.9488,23.072,20.8376,21.14,0.32,395270400
2001-07-11,21.028,22.5512,21,22.54,0.3412,470506400
2001-07-12,23.3016,24.808,23.3016,24.36,0.3687,614801600
2001-07-13,24.1304,25.0096,23.8392,24.8472,0.3761,454742400
2001-07-16,24.8808,25.0992,23.912,23.9624,0.3627,278667200
2001-07-17,23.9792,25.2224,23.0104,25.0992,0.3799,647830400
2001-07-18,21.7784,22.7808,20.4176,20.7928,0.3147,1137012800
2001-07-19,21.2296,21.42,19.7512,19.9584,0.3021,861140000
2001-07-20,19.7008,20.0592,19.488,19.9808,0.3025,444584000
2001-07-23,20.0872,20.5016,19.5104,19.5384,0.2958,241360000
2001-07-24,19.3872,19.9192,18.732,19.0904,0.289,348376000
2001-07-25,19.1184,19.2976,17.9704,18.4688,0.2796,443878400
2001-07-26,18.48,18.7992,17.8472,18.592,0.2814,369140800
2001-07-27,18.7488,19.2528,18.5024,18.9616,0.287,334135200
2001-07-30,19.1184,19.3592,18.508,18.928,0.2865,243359200
2001-07-31,19.2696,19.4208,18.508,18.788,0.2844,235026400
